ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown	RNA_rhythm.pvalue
Ot18g00620	5.972837801	5.842366114	6.127893954	4.225116974	4.298447962	3.789549543	4.321323742	4.176099891	4.192347443	5.552036726	4.931424304	4.599468175	8.175125629	8.257252785	8.18164136	8.899404852	8.942226698	8.5943532095	8.660214322	8.576143702	8.765898888	7.583603919	7.384212259	7.394165445	6.56013148739583	8.942226698	7.73219151376332e-07	7.73219151376332e-07	7.73219151376332e-07
Ot13g01730	7.96214182	8.043739023	8.095110876	7.735022208	8.016691835	7.953025253	7.987480137	7.88209161	7.958415237	7.982284234	7.943945765	8.02901645	7.490880718	7.425530116	7.339831757	7.576396791	7.167780751	7.307345773	7.600717132	7.490598007	7.546387541	7.652650941	7.693233679	7.729702705	7.73375084829167	8.095110876	1.00715018344248e-06	1.00715018344248e-06	1.00715018344248e-06
Ot13g02540	5.716583859	3.975388499	3.882975145	3.991204599	2.99530988	3.030508157	3.745364084	2.832085143	3.030730835	7.168657606	6.874867418	6.792251769	7.91635526	NA	7.802446196	8.076720221	7.918734879	7.705746128	10.022930627	NA	9.804528953	8.353574842	7.433963636	7.570835076	6.21098921872727	10.022930627	1.41850191745682e-06	1.41850191745682e-06	1.41850191745682e-06
Ot13g02080	7.48450334	7.077245441	7.238554083	6.527428561	5.837178697	5.848496386	5.887422041	5.120949975	5.132987625	6.745673744	6.824370233	6.986416624	7.387263667	7.341698738	7.360920594	7.867671669	7.793630439	7.887516311	8.345462652	8.332954009	8.412158619	8.257164387	7.896020096	8.074821437	7.152854557	8.412158619	7.25415918265115e-07	7.25415918265115e-07	7.25415918265115e-07
Ot13g01390	6.927337485	7.27393848	7.372813143	7.21509517	7.249584798	7.232752691	7.233847974	7.234981662	7.229968357	7.665391359	7.437541708	7.568717719	7.70577066	7.957526255	7.658074883	7.967974368	8.170174622	7.72375065	8.097486129	8.217539421	8.60675347	7.589459717	7.509964056	7.589710016	7.60150644970833	8.60675347	7.03525441268089e-07	7.03525441268089e-07	7.03525441268089e-07
Ot13g01720	7.493477889	7.269536162	7.421729521	7.48124488	7.171760122	7.174631577	7.881700685	7.619115062	7.776707223	7.849257331	7.455719508	7.543813846	7.410161959	7.233207315	7.245380464	7.578723991	7.451459383	7.494672802	7.566132993	7.249158604	7.379615318	7.071085524	7.109866307	7.146104609	7.41976096145833	7.881700685	0.0434543438906973	0.0434543438906973	0.0434543438906973
Ot13g02520	7.892880706	7.382952965	7.241371176	7.794984393	6.476016519	6.575536305	7.289991843	6.537428079	6.820831325	7.905682439	7.643230791	7.461560364	8.078211382	8.351884807	8.255281785	8.241989631	8.317423502	7.78081871	8.399344395	8.255359757	8.302085863	8.011834151	7.910952706	7.825830309	7.69806182929167	8.399344395	7.01282903576191e-07	7.01282903576191e-07	7.01282903576191e-07
Ot13g02040	7.494216092	7.390410963	7.4915299595	7.406136373	7.260576551	7.370785012	7.446953365	7.382057285	7.44552981	7.178557122	7.309097302	7.37760199	6.68223813	6.482397496	6.577132158	6.808316745	6.523061708	6.685938528	7.163275421	7.098898302	7.083919509	7.337209931	7.328752699	7.466612748	7.1579668833125	7.494216092	0.0221157945536655	0.0221157945536655	0.0221157945536655
Ot13g01340	7.189542662	7.556498255	7.482621181	8.029491625	8.509870378	8.420909674	8.440327929	8.64731071	9.008503798	8.148834894	8.303483257	8.50558675	7.251240776	6.990043449	6.844530823	6.396440791	6.142391857	6.16505808	6.462345384	6.095800658	5.675331653	6.79264562	6.994196974	6.792777664	7.36857436841667	9.008503798	6.83646065843076e-07	1.46948442969556e-07	1.46948442969556e-07
Ot13g01690	8.220817536	8.058412896	8.400010147	7.326531779	6.582176239	6.757230299	3.319870766	3.565011815	3.758149117	7.016788226	4.94935262	4.926115512	7.399235435	7.596863533	7.291165977	7.473488482	7.621775365	7.342529289	8.36239255	8.095069499	8.112423308	8.303791659	8.266993424	8.33861118	6.961866943875	8.400010147	0.0497458092715755	0.0497458092715755	0.0497458092715755
Ot13g02480	7.623931406	7.578350744	7.740279744	7.376684415	7.074128602	7.168525714	6.585998493	6.172109587	6.431236232	7.063116615	7.134783338	7.568428704	7.868793318	7.711275126	7.721681212	8.07093293	7.845583523	8.181319839	7.914032615	7.936534682	8.11057743	7.721804006	7.643739039	7.74544203	7.49955372266667	8.181319839	6.57552287947764e-07	6.57552287947764e-07	6.57552287947764e-07
Ot13g02010	8.218387718	8.745543645	8.876032956	8.17708729	8.578714998	8.672473959	7.259254077	7.351155357	7.615390633	6.058281419	6.494522616	6.581476929	5.504218793	4.991219899	5.237940968	4.711465948	4.768104158	5.081647757	6.291454125	6.33181701	6.031067306	7.928582591	8.185620757	8.13600339	6.909477679125	8.876032956	8.43433625333165e-07	8.43433625333165e-07	8.43433625333165e-07
Ot13g01650	7.248558565	7.098178876	7.074504639	7.168158848	7.047133643	6.976263973	7.993911406	7.772836939	8.288183955	7.915059413	7.948587904	8.07647948	7.998897741	7.880440338	7.706204946	8.022343261	7.773859418	7.515402346	7.71446332	7.536703415	7.746355007	7.460333351	7.286632217	7.318309691	7.60699177883333	8.288183955	0.00376483412844012	0.00376483412844012	0.00376483412844012
Ot16g00420	8.129546429	8.183720544	8.159601249	8.013531431	7.930060296	8.004071591	7.343714284	7.320185648	7.436342738	7.118325156	6.43071199	6.572897986	6.355899991	6.13059462	6.160531487	5.978553239	6.078653988	6.244245314	7.075827535	7.208103422	7.087883606	7.808660949	8.065987814	8.263548745	7.21255000216667	8.263548745	8.20049014461483e-07	8.20049014461483e-07	8.20049014461483e-07
Ot16g00740	7.29159987	7.33349543	7.340228874	7.300841944	7.450798446	7.511780154	7.532080815	NA	7.471881289	6.781007042	NA	7.5151406505	3.517865161	2.771447181	2.903349286	2.505160024	2.378637658	2.562867673	4.675855266	4.587370891	4.467653897	6.828019294	6.854660029	6.822116836	5.65472080502273	7.532080815	0.0047928796988812	0.0047928796988812	0.0047928796988812
Ot16g01320	7.211949419	6.671471798	6.617516954	7.42936806	6.871873223	7.05098976	7.68799456	7.710238355	7.534418703	8.504492791	8.173695166	NA	7.497860144	7.377418995	7.319840265	6.03146919	5.670725521	5.909998338	6.225963692	5.307000637	4.805324258	6.815478596	6.263729134	6.331223687	6.82695831504348	8.504492791	7.14874397195329e-07	7.14874397195329e-07	7.14874397195329e-07
Ot15g01160	7.010795248	7.111959813	7.253468388	7.344978822	7.46131546	7.06340697	8.332838517	8.144974498	7.9358730485	7.456317595	7.678529224	7.569207094	5.479909916	5.858139157	5.795170474	4.740200056	4.154413469	4.637918106	5.953774276	4.828274886	4.77440677	6.831906617	6.761731686	6.727257794	6.5377819951875	8.332838517	7.41709996346876e-07	7.41709996346876e-07	7.41709996346876e-07
Ot16g00460	8.205268432	9.01882312	8.953106689	6.869339948	7.924802366	7.776445604	7.334785317	7.579960115	7.668785863	6.079655779	5.748507645	5.194251949	5.966133058	5.513754458	5.44219853	5.896472845	5.491121941	5.423228794	6.568479432	6.594879952	5.775061565	8.340245217	8.620603222	8.78055868	6.948602938375	9.01882312	7.46481933660847e-07	7.46481933660847e-07	7.46481933660847e-07
Ot16g00880	7.451343782	7.59593375	7.266772231	7.221387524	7.718693922	7.35912454	7.82756907	7.447841021	7.789896572	7.836624178	7.126956301	7.279413541	7.602830807	7.122728706	6.94997455	7.957413042	7.32579625	6.973840838	7.733740048	7.505672775	6.949082421	8.091911816	7.398966777	7.139585754	7.444712509	8.091911816	0.640763253883506	0.640763253883506	0.640763253883506
Ot16g01340	7.094857235	6.630777992	6.392715493	7.15243384	7.107100577	7.031701282	8.337028524	7.895644573	7.766818782	7.971000989	7.59264201	7.779553574	7.913994182	7.632077672	7.63557203	7.702261206	7.322272756	7.437979167	7.039356256	6.462562125	6.576990441	6.797203782	6.187388181	6.116774216	7.232362786875	8.337028524	0.00144740301989741	0.00144740301989741	0.00144740301989741
Ot16g00010	6.993926499	6.559769156	6.678881166	7.331419689	7.313498756	7.356029363	7.929318671	7.021055782	7.096314098	8.891233692	8.013349156	8.016779145	8.606484716	8.518215298	8.224622511	9.188444249	8.77159192	8.220491997	7.806355959	7.184079823	7.469106185	6.344118821	5.816978972	5.706495738	7.54410672341667	9.188444249	6.99009666158196e-07	6.99009666158196e-07	6.99009666158196e-07
Ot16g00480	6.939380745	6.893727131	6.974768381	6.888216518	6.975123604	6.919032893	7.411478084	7.139972175	6.979334254	7.879467652	7.036252511	7.150439661	8.474705464	8.32449673	8.218806692	8.770971926	8.723880772	8.604737882	8.323714384	8.157553449	8.349168506	7.597211007	6.977930469	7.145785754	7.61900652683333	8.770971926	8.06654803389553e-07	8.06654803389553e-07	8.06654803389553e-07
Ot11g01430	5.475192837	5.869411401	5.126509328	5.647171957	5.872246875	5.566767494	5.909937906	6.019957177	5.76946662	5.705693028	5.248993883	5.33184181	8.526654338	8.878682457	8.643108038	9.157480815	9.473835503	9.223334594	7.961892192	7.628263999	8.142932123	5.870743055	5.936797388	5.26847065	6.76064106116667	9.473835503	0.0513131748798964	0.0513131748798964	0.0513131748798964
Ot11g01750	7.878031898	8.003227867	8.029386844	7.916823046	8.151218365	8.274384679	7.376012128	7.455831867	7.428405079	7.035584303	6.87133847	7.059681023	5.69522333	5.633481679	5.602707779	4.959830985	5.4941282	5.604001529	6.199810731	5.96922002	5.732535029	7.408776401	7.701566259	7.687075181	6.88201177883333	8.274384679	8.52855578889276e-07	8.52855578889276e-07	8.52855578889276e-07
Ot11g02310	7.661197746	8.312410162	8.463694276	6.281214842	7.530881117	7.591804116	7.292451292	7.947020301	8.118824406	3.079515568	3.281141943	3.40729844	2.715619913	2.660345662	2.657738862	2.246209653	2.688706867	2.845443575	4.54850449	5.559528885	4.893992044	8.102126202	8.383744747	8.468978259	5.61409972366667	8.468978259	7.72502669952147e-07	7.72502669952147e-07	7.72502669952147e-07
Ot11g02960	7.596069459	7.84216939	7.961347186	7.409183854	8.050173803	8.200950335	7.812857831	8.018891155	8.127923479	7.720444377	7.329590195	7.714708471	7.293012312	6.992496397	6.879837408	7.335180037	7.344706546	7.1511738	7.826540373	7.71658553	7.983891286	7.906633891	7.863325502	8.006872318	7.670190205625	8.200950335	1.71148379421072e-05	1.36847804239266e-06	1.36847804239266e-06
Ot11g01440	7.706357001	7.771062085	7.958568874	7.939074799	8.026583781	7.968861834	8.146038449	8.176299647	8.625298097	8.053475614	7.707443935	7.876980276	7.967080534	7.880322794	7.698575039	8.126733165	8.092447577	7.810680372	8.212905977	8.41324139	8.537327469	8.108263751	7.950238889	7.988145208	8.030916939875	8.625298097	0.631804358741455	0.631804358741455	0.631804358741455
Ot11g02090	6.828758672	5.43717998	5.355526698	5.344271823	4.487074496	4.651660824	5.100379728	4.480899039	4.840649697	7.310662487	7.566700906	7.46632604	7.85169639	7.995087844	7.830550906	8.198384931	8.184755832	7.990687183	8.988937931	8.555761923	8.613809984	8.147583779	7.266633908	7.345468626	6.90997706779167	8.988937931	7.1524671422275e-07	7.1524671422275e-07	7.1524671422275e-07
Ot11g02450	6.689323784	6.887265829	6.978073866	7.145831774	7.377356287	7.422749548	8.270047272	8.536489224	8.873010508	7.820569627	8.080834795	8.188014041	7.281887941	7.258245183	7.36984437	6.846145942	6.794375852	6.83091718	6.814997032	6.775260104	6.723996954	6.83143535	7.040241845	7.075099435	7.32966723929167	8.873010508	0.00999745361310645	0.00999745361310645	0.00999745361310645
Ot11g03020	5.536362127	5.564694231	5.351523921	6.712766994	6.532308134	6.580137379	7.972926958	7.827889212	7.919882875	8.839142091	9.172102573	9.037245811	8.439369243	8.659811308	8.457637465	8.125692923	8.32624724	8.0606139	7.663354065	7.512200599	7.93745708	6.623941342	6.06697058	5.986588235	7.45445276191667	9.172102573	7.90114318958594e-07	9.13703473884931e-06	9.13703473884931e-06
Ot11g01460	5.566635609	4.693698862	4.66018596	7.11479614	6.748524456	6.836210124	8.307160673	7.985906775	7.956610412	8.634547451	8.349771475	8.346583197	7.351057038	6.960576293	7.036205738	5.726238494	5.204379869	5.54001319	5.289497534	4.629569671	4.306931524	5.872909715	4.812132171	4.861496582	6.36631828970833	8.634547451	1.03185210643255e-06	9.10167366632222e-08	9.10167366632222e-08
Ot14g01280	7.497123003	8.086056782	8.3668125	7.762399012	7.750873723	7.823099899	6.136481195	6.529881585	6.004108132	6.842810558	6.82443815	6.669595101	7.072667389	7.469842764	7.25585974	7.475301236	7.616272719	7.309780814	7.824201504	8.144927593	8.215925096	8.043157526	8.287656167	8.338070537	7.472805946875	8.3668125	0.00465792243278056	0.00465792243278056	0.00465792243278056
Ot11g02460	7.968959278	8.786261118	8.960854926	8.173706215	9.011731761	8.803569286	8.611672152	9.069317406	9.53056335	7.426769151	7.090952678	6.572613331	7.130845904	7.160447052	7.007108556	7.409551735	7.064984671	7.24102254	7.881198976	7.667839153	7.270160206	8.219192984	8.312837995	8.691777436	7.96099741083333	9.53056335	0.00213295331516342	0.00187289150247389	0.00187289150247389
Ot11g02880	7.803547423	7.920586558	7.6497666535	7.502103283	7.956395973	7.907067718	8.374298032	8.349355642	7.756688209	8.233207366	8.024138814	7.411409696	7.850499844	8.036763833	7.784564329	7.996997188	7.740285025	7.539828739	7.775063677	7.636633532	7.377704819	8.477770561	8.055251768	8.140209674	7.88750576485417	8.477770561	0.49440728347878	0.49440728347878	0.49440728347878
Ot13g02630	7.868700115	7.745374448	7.647992466	7.691139099	7.713522539	7.6156032	7.425376281	7.514376167	7.574490298	7.02207772	7.572134313	7.420826409	7.50810915	7.248881031	7.110995992	7.79912841	7.66864038	7.501617305	8.060163767	8.014250616	8.045931642	8.038870898	7.831185912	7.737528364	7.64070485508333	8.060163767	0.0023503149063586	0.0023503149063586	0.0023503149063586
Ot13g02150	7.767568835	8.060910781	8.063382388	7.549500708	7.9202629515	7.825812195	7.261419051	7.795192299	7.962716864	5.270500957	5.900947641	5.953782188	4.723235302	3.936844864	4.045617695	5.271189836	4.742501604	4.6863867	6.550882229	6.570640497	6.402634301	7.639858981	7.8223961	7.812826117	6.56404212852083	8.063382388	7.78737670544373e-07	7.78737670544373e-07	7.78737670544373e-07
Ot13g01550	7.348125394	7.352837494	7.223209716	7.237154474	7.253839659	7.182835624	7.553997184	7.722335199	7.873116219	7.627438562	7.701470734	7.771369036	7.622562105	7.516251	7.509482408	7.523002016	7.457413749	7.353506944	7.746336942	7.807357846	7.928407461	7.682624165	7.506490608	7.697969348	7.54996391195833	7.928407461	0.174110769082113	0.174110769082113	0.174110769082113
Ot13g01090	5.799657275	5.577860349	5.541758563	6.614915751	6.238124283	6.173831973	7.827734412	7.595352356	7.645063956	8.085009425	8.715316291	8.758881007	7.378078619	7.433689616	7.351499347	6.628569048	6.837317517	6.789347028	7.084675978	6.95635335	7.247233481	6.016415791	6.0936526825	6.171314846	6.9400688726875	8.758881007	8.36592359505315e-07	8.36592359505315e-07	8.36592359505315e-07
Ot13g02600	7.234133424	7.427075545	7.415373838	7.339292126	7.317722931	7.522490405	6.837035573	7.194764321	7.250693069	6.840752032	7.522433581	7.727268773	6.593949364	6.344405445	6.328697828	6.571761811	6.295804152	6.432285564	6.848956319	7.088636242	7.012778737	7.637812261	7.476509658	7.535123827	7.07482320108333	7.727268773	8.30058037061434e-07	8.30058037061434e-07	8.30058037061434e-07
Ot13g02120	5.860119332	4.684476241	4.312801597	7.460864762	6.655468758	6.802992459	7.659554932	7.020838466	7.176018736	8.922765654	8.410473536	8.492778381	8.65675002	8.582066384	8.634341193	7.742691732	7.467489678	7.651291083	4.972483585	3.866625686	3.705157234	4.030606888	3.719915633	3.106215913	6.48311616179167	8.922765654	8.93009021169819e-07	8.93009021169819e-07	8.93009021169819e-07
Ot13g01530	7.241663215	7.089714059	6.946493314	7.186709719	7.311501272	7.514716403	7.73543118	7.767139664	8.070492654	7.099392696	6.820024753	7.262782507	7.058131805	6.977957379	6.821292134	8.223701473	8.537467923	8.348548253	8.340384658	8.596015165	8.601159185	7.529759556	7.313405893	7.508443331	7.579263674625	8.601159185	0.0590511408229376	0.0590511408229376	0.0590511408229376
Ot13g01750	7.428930044	7.68433333	7.8241982105	7.179487336	7.537768156	7.405101078	7.524775104	NA	7.855418402	6.622742276	7.035819916	7.182073941	5.064572979	4.352072112	4.280343795	5.617050735	5.026585953	5.1743183895	7.167778329	6.886490992	6.834096717	7.420632771	7.852366894	7.8858240855	6.73229484980435	7.8858240855	0.0252494931965168	0.0252494931965168	0.0252494931965168
Ot13g02570	7.425178171	7.757474431	7.644719626	7.404895728	8.005293742	7.974143908	7.353978244	7.60030689	7.7666296225	6.768311953	7.483429892	7.46115465	5.297940107	4.740017664	4.854811836	4.911041462	4.610172826	4.841476403	6.335495228	5.87098028	5.690852692	7.259018664	7.236783217	7.197658975	6.6454902588125	8.005293742	7.71826603280552e-07	7.71826603280552e-07	7.71826603280552e-07
Ot13g02100	6.716834563	5.899748096	6.051782421	6.411684438	5.382740512	5.241716276	7.230326475	6.575416888	6.554867502	7.648905627	7.21465023	7.200822289	7.921447754	8.03590699	7.811858899	8.502047382	8.39660611	8.173535491	8.34310018	8.273108968	8.478107238	7.282500968	6.923087549	6.930529657	7.216722187625	8.502047382	6.86890564245055e-07	6.86890564245055e-07	6.86890564245055e-07
Ot13g01410	7.764548452	7.74165113	7.868683736	7.850609128	7.754031212	7.7731895	7.775042351	7.889297361	8.167309193	7.423267293	7.643001294	7.821505867	7.203765814	7.149666134	6.891831354	7.490663835	7.288619713	6.876295564	7.474859625	7.301207128	7.308022932	7.662643518	7.461401231	7.532596821	7.54640459108333	8.167309193	6.6163264101062e-07	6.6163264101062e-07	6.6163264101062e-07
Ot01g05370	9.056671121	7.501668111	7.435780749	8.938874738	7.349710543	7.503730335	5.986594908	5.158504921	5.073286675	7.298089513	6.280999945	6.308592493	6.476042565	5.930595742	6.176626644	7.09456457	5.838070106	5.999935684	7.7365039	6.514305421	6.51451803	8.54599387	7.024437518	7.034485029	6.865774297125	9.056671121	0.016060015742765	0.016060015742765	0.016060015742765
Ot09g04300	7.903736775	7.891053261	8.007264758	8.12826979	7.903075535	8.056262139	8.710459438	8.658082823	8.725140862	8.284962418	7.949930055	7.639877466	7.88332507	7.730717284	7.761350993	7.859292553	7.624830287	7.564911377	8.108588249	7.782944619	8.254715164	7.86931847	7.807622602	7.683129625	7.99120256720833	8.725140862	0.0225566337108195	0.0225566337108195	0.0225566337108195
Ot10g00040	8.097807711	7.967677018	8.083187043	7.820889454	7.7012534	7.780895243	6.833802312	6.533640317	6.432789051	6.900838402	6.822354087	7.067531219	6.936560296	7.00669121	7.021933058	7.266260875	7.337276525	7.491948182	8.010869387	7.988603755	8.112117782	8.026568695	7.853417318	7.894532416	7.4578935315	8.112117782	0.000144131961297566	0.000144131961297566	0.000144131961297566
