AFFY.ATH1	RNA_LD00	RNA_LD04	RNA_LD08	RNA_LD12	RNA_LD16	RNA_LD20	RNA_LD24	RNA_LD28	RNA_LD32	RNA_LD36	RNA_LD40	RNA_LD44	RNA_LD48	RNA_LD52	RNA_LD56	RNA_LD60	RNA_LD64	RNA_LD68	RNA_mean.level	RNA_max.level	RNA_phase	RNA_rhythm.pvalue
250034_at	49.3	42.6	51.2	51.2	46.1	64.7	39.3	52.8	41.4	45.5	53.2	50.5	68.8	57	84.4	94.8	75.4	74.4	57.9222222222222	94.8	21.9999460159307	0.726261137109933
250035_at	127.8	159.3	119.4	104.1	113.2	135.3	148.3	170.2	142.1	165.3	175	165.4	81.5	125.4	117.5	77.1	104.5	91.6	129.055555555556	175	8.0342251413293	0.722844951695374
250036_at	2.1	1.4	2.3	0.5	1.6	2.5	1.8	2.2	0.6	1.2	1.5	3.8	0.8	1.9	1.7	0.7	1.7	1.7	1.66666666666667	3.8	20.8803681051936	0.13926773371702
250037_at	2	5.6	2.4	1.6	1.4	7	6.5	9.3	1.9	1.9	3.6	4.5	3.2	15.7	21.3	3.5	4.2	12.9	6.02777777777778	21.3	24.317195446283	0.249305289758662
250038_at	16.5	15.7	11.1	16.4	12.9	14.7	11.1	15.5	15.4	14.7	10	13.6	12.4	27.4	16.3	17	21.6	8.3	15.0333333333333	27.4	23.9238732703951	0.528139665457552
250039_at	18.1	32.5	27.9	17.4	26.2	28.3	23.6	23.1	20.2	18.1	23.6	16.1	17.9	36.5	26.4	28.1	26.1	25.6	24.2055555555556	36.5	12.2323299487454	0.699856380603326
250040_at	45.9	48.2	44.2	40.2	51.6	47.4	56.7	45.7	51.3	59.9	50.1	47.6	50	37.2	47.5	39.6	42.9	45	47.2777777777778	59.9	8.9583225843152	0.804372503195976
250041_at	83.7	66.3	76.5	68.6	65.7	71.2	103.5	123.7	95.4	93.2	86.7	98.3	121.2	111	127.1	93.5	99.6	101.9	93.7277777777778	127.1	4.5185581678803	0.302366921513942
250042_at	117.3	113.4	136.7	116.9	122	122.3	147.6	121.5	121.1	142.9	131.6	127.9	114	140.2	146.9	87.3	123.3	123.2	125.338888888889	147.6	9.0325581482521	0.75553991023147
250043_at	38.2	31.2	20.6	21.2	36.3	32.2	50.3	47.9	22.6	27.9	38	45.5	43.7	39.2	34.7	37.8	35.6	46.2	36.0611111111111	50.3	0.3753938103543	0.0141319514935732
250044_at	11.8	13.9	20.7	14.4	21.6	16	16.4	14.3	11.7	8.5	10.9	4.5	12.6	35.8	26.8	26.6	27.1	25.6	17.7333333333333	35.8	15.6777628533326	0.763621347852917
250045_at	27.1	40.2	64.2	65.2	55.2	48.8	26.7	41.4	55.4	52.6	35.4	44.9	42.8	56.6	84.1	54	63.9	46.2	50.2611111111111	84.1	13.746556347358	0.00978995838122714
250046_at	0.7	1.3	1.6	0.5	1.2	1.1	1	0.9	0.7	0.7	0.7	0.5	1.4	1.2	1	0.9	1.5	2	1.05	2	11.2227168570409	0.69728930763396
250047_at	11.8	9.5	12.6	10	12.3	16.6	8.4	2.4	7.4	12.6	8.4	1.6	13	11.1	10.4	24.6	5.1	2.9	10.0388888888889	24.6	8.44132434971218	0.676078816229025
250048_s_at	0.4	0.6	1.2	0.5	0.3	0.6	0.3	0.9	0.6	0.3	0.8	0.3	0.6	5.2	0.5	0.5	0.6	0.7	0.827777777777778	5.2	5.4867143906457	0.547811831333738
250049_at	16.1	24.2	4.1	1.9	3.7	10.4	8.1	15.3	12.3	3.4	22.1	1.6	20.2	27.4	2.9	19.3	2.4	15.9	11.7388888888889	27.4	1.2755933170262	0.168686035781991
250050_at	33.5	61.9	45.2	50.4	43	44.3	36.1	50.4	60.2	60	72.2	52.1	35.3	59.1	69.6	47.3	16.4	33.8	48.3777777777778	72.2	17.3322471714896	0.091140525173541
250051_at	3.8	12.2	13.5	10.9	9.2	14.4	3.6	7.7	13	9.6	2.4	10.7	11.6	8	24.8	21.4	13.1	12.4	11.2388888888889	24.8	15.8109714466137	0.22924866422002
250052_at	2.9	7.5	3.4	6.4	7.5	9.8	0.3	4	2.3	2.7	4.8	6.2	10.2	7.6	7.2	5.8	11.8	1.3	5.65	11.8	7.4266539374036	0.752383799944174
250053_at	10.5	5.6	22.8	5.5	13.7	17.3	21.3	7.9	16.6	16.9	4.9	18.6	5.6	6.6	8	26.4	15.3	27.6	13.95	27.6	23.6824769327394	0.508523766959336
250054_at	11.4	44.5	22.7	9.1	27.6	19.7	17.8	16.3	16.5	15	39.9	14.4	21	56.7	20.3	5.1	14.1	23	21.95	56.7	22.4322189145854	0.846121568540952
250055_at	523.9	530.3	508.4	498.7	432.2	543.3	503.2	516.7	547.1	434.9	462.8	575.7	550.7	571.1	555	554.7	590.5	603	527.9	603	21.9999460159307	0.53090656126986
250056_at	68	86.6	62.1	53.3	66.6	78.1	83.5	63	53.6	74.2	92	58.2	86	97.8	73.2	68	72.3	81.8	73.2388888888889	97.8	22.4482288554149	0.328714220579074
250057_at	289.6	281.3	380.4	385.3	351.2	291.4	313.7	303.6	349	346.7	294.9	337.9	252.9	207.1	278.7	292.8	237.8	223.7	301	385.3	16.2344741912951	0.245505529206553
250058_at	2124.7	2233	2500.4	2561.6	2457.7	2215.3	2366	2351.7	2421.9	2334.9	2325	2711	2374	2298.9	2365.9	3177.6	2812.6	2505.3	2452.08333333333	3177.6	18.4249611950443	0.129241443432369
250059_at	0.8	1.4	0.5	0.7	1.3	0.9	1.3	0.8	0.8	0.8	0.6	1.1	1.5	1.6	1	1.2	2.1	1.4	1.1	2.1	21.9999460159307	0.462205334137563
250060_at	51.7	53.3	53.8	48.4	44.9	58.6	50.2	46.7	37.1	49	49	49.4	50.8	52.4	70.1	49.6	53.9	69.2	52.1166666666667	70.1	21.9999460159307	0.818708003824456
250061_at	465.2	452.9	467.6	532.2	532.3	451.9	585.2	664.7	499.8	594.8	503.6	461.9	361.2	326.7	408.3	446.1	404.4	371.7	473.916666666667	664.7	6.8591131755082	0.675279338890322
250062_at	16.2	18.5	32.7	50.9	39.6	26.7	16.7	50.7	61.5	38.2	18.8	36.8	8.2	10.4	31.3	48.2	31.2	24.7	31.1833333333333	61.5	7.1305051766473	0.0383758825822483
250063_at	74.1	47	55.1	68.2	80.6	84	62.2	72.1	70.8	70.9	44.5	69.4	81.3	46.4	84.7	67.4	90.3	85.4	69.6888888888889	90.3	23.3991706571544	0.104042448710571
250064_at	35.9	29.2	20.1	21.5	35.9	45.8	44.5	46.7	30.5	28.9	35.4	36.2	38.8	43.9	20.8	27.9	54.4	45.8	35.6777777777778	54.4	0.916440790193501	0.0311208190697094
250065_at	13.6	23.2	21.5	14.1	14.8	17.5	15	24.6	40.8	26	38.9	18.8	12	35.9	40.6	3.3	25.6	25.4	22.8666666666667	40.8	10.3189821935705	0.400396349448897
250066_at	35.5	45.8	33.1	35.6	24.2	25.3	37.3	45.3	46.9	49.8	57.2	42.8	32.1	51.2	36.6	38.1	40.4	34.9	39.5611111111111	57.2	11.0430387796994	0.408234165607458
250067_at	2.8	4.9	5.4	3.1	2.2	1.5	0.3	0.4	2.5	1.8	0.8	1.5	0.4	9.8	6.9	7.9	3.1	0.6	3.10555555555556	9.8	6.8814010390627	0.0630482547217824
250068_at	6.7	9.2	8.5	2.2	10.8	5.3	4.8	12.7	3.4	3.3	10.1	7.9	11.1	25.9	18.6	19	14.1	7.4	10.0555555555556	25.9	5.9311070214807	0.878730345909202
250069_at	0.7	1	1.2	0.8	1.8	0.4	0.8	1.2	0.7	0.9	1.4	4.7	1.1	1.4	1.7	0.5	2.3	4.3	1.49444444444444	4.7	19.349833494275	0.84687067666559
250070_at	5.9	3.6	1.4	5.6	14.6	4.7	11.7	15.7	3.9	5	5.6	12	21.1	2	19.6	20.2	25.6	10.6	10.4888888888889	25.6	0.972209633811701	0.678280321833804
250071_at	6.8	0.8	1.4	1.2	1.4	1.5	1.3	0.5	0.5	1.1	1.3	2.1	2.1	1.3	0.8	0.9	1	1.1	1.50555555555556	6.8	20.9173664343092	0.0310869975942178
250072_at	30.1	38.7	35	35.8	37.1	33.2	40.3	33.3	30.4	29.3	31.5	27.4	58.6	59.5	54.9	42.3	36.4	55.5	39.4055555555556	59.5	13.2959492399415	0.643657515819533
250073_at	1731.8	1653.2	1374.7	1885.6	1820.4	1790.4	1708.8	1784.8	1800	1303	1470.8	1703.9	1573.3	1331.3	1145.9	2028.1	1716.3	1531.2	1630.75	2028.1	22.2490017761974	0.642379170509085
250074_at	346.6	245.5	132.8	189.2	275.9	315.6	375	262	213.6	144.3	230.3	330.2	321.9	231.7	157	228	261.4	304.1	253.616666666667	375	23.8092633748085	6.47079519192424e-07
250075_at	536.6	382	347.2	313.3	370.9	465.5	740.3	296.3	342.8	332.5	387.7	373.3	702.1	325	332.9	278.9	399.3	553.6	415.566666666667	740.3	23.7638943283351	0.0264715523969825
250076_at	553.5	462.7	511.2	544.2	589.9	604.9	553.6	526	524	536.7	463.8	501	553	383.8	449.1	409.7	417.8	494.2	504.394444444444	604.9	22.0842955548629	0.513863674066904
250077_at	45	46.7	36.8	48	52.2	43.9	60	48.3	54.4	61.1	58.8	65.9	56.4	70.8	65.1	37.3	78.5	73.1	55.6833333333333	78.5	19.7057632875587	0.50075963592871
250078_at	14.3	20.9	23.2	15.5	14.2	15.3	19	15.9	19.1	23.8	18.9	13.7	11.2	26.6	27.2	15.6	6.5	11.1	17.3333333333333	27.2	3.1389986072459	0.0214981671811912
250079_at	292.1	183.7	159.7	206.3	289.3	295.9	298.1	261.1	178.9	161.6	183.9	346.5	264.9	138.3	157.5	218.4	275	271.9	232.394444444444	346.5	23.1702543514619	0.0164514499868048
250080_at	183.6	178.2	224	225.1	218.7	188.9	187.4	213.5	197.2	230	184	212.6	295.1	266.6	253.7	230.9	247.2	238	220.816666666667	295.1	10.3477412803122	0.602318408062084
250081_at	0.1	0.1	0.2	0.4	0.1	0.2	0.1	0.1	0.2	0.2	0.1	0.3	0.4	0.5	0.4	0.3	0.3	0.3	0.238888888888889	0.5	9.2694374882633	0.804960681578148
250082_at	5.2	10.2	3.3	3.1	8.9	3.8	0.7	1.7	0.9	6.4	3.7	0.5	6.2	2.4	6.7	6.1	6.4	2.2	4.35555555555556	10.2	11.8074994275732	0.628802373440659
250083_at	113.3	218.9	228.7	311.3	257	192	91.3	99.1	176.3	106.5	135.9	139.2	77.1	131.8	88.6	179.2	138.4	161.1	158.094444444444	311.3	11.1995046895001	0.191555630995269
250084_at	25.1	41.1	43.6	40	42	29.2	26.4	34.5	33.8	44.8	40.2	26.7	28	43.7	46.5	34.7	38.7	26.3	35.85	46.5	4.8173858517787	0.00322494343501301
250085_at	47.2	61.3	53.1	40.6	49.3	46.5	52.6	45.6	39.3	46.6	54.9	35.8	55.9	81.5	76.7	54.5	54.5	55.7	52.8666666666667	81.5	6.5744550547799	0.521175371935718
250086_at	1.8	3	2.5	6.8	0.2	0.4	2.5	0.7	0.7	1.7	0.4	6.8	1.8	12.7	9.5	9	4.1	5.2	3.87777777777778	12.7	10.7888068373199	0.721780220562088
250087_at	13.5	24.2	24.3	24.9	18.3	15.2	8.2	21.1	23.8	29.3	32.5	18.6	10.6	20.1	22.7	12.3	16.1	23.3	19.9444444444444	32.5	13.807506491795	0.0674154051404069
250088_at	199.2	85.7	55.9	63.3	110.2	164.8	135.7	105.5	59.2	54	67.2	138.3	241.5	83.9	73.7	90.7	153.3	176.9	114.388888888889	241.5	23.4842383054317	0.000340385484742266
250089_at	9.2	8.9	9.6	7.5	12	13.1	9.5	7.8	7.1	7.8	10.1	9.1	13.8	15.6	14.1	14.3	14.3	37.8	12.3111111111111	37.8	18.6645985839065	0.768362084052552
250090_at	5.8	4.4	1.6	2.1	2.5	10.6	9.8	2.1	10	13	15.5	2.7	13.5	14	5.2	2.9	9.8	10.6	7.56111111111111	15.5	18.6996179156791	0.611056831942405
250091_at	2.1	10.1	5.3	5.7	9.3	6.7	3.5	10	0.4	5.4	1.3	7.8	8.3	11.4	6.7	12.3	1.3	3.1	6.15	12.3	15.2448337071062	0.553090824168794
250092_at	6.8	4.5	6.1	4.3	5.3	12.9	7.1	8.2	2.8	4.7	8.1	4.2	3.7	4.5	0.8	5.1	1.1	2.9	5.17222222222222	12.9	23.2002116661152	0.587933890578813
250093_at	16	26.5	8.7	16.5	17.4	11.7	10.8	15.6	17	31.8	17.3	16.4	8.4	15.4	26.1	19.3	20.8	25.9	17.8666666666667	31.8	8.8002098283779	0.353897364130573
250094_at	208.3	231.8	192.6	233.9	233.9	219.9	217.9	284.5	240.3	206.6	244.9	239.9	198.7	239.9	188.6	184.8	153	117.7	213.177777777778	284.5	5.0660318789017	0.617714211913327
250095_at	1311	937.7	537.8	702.6	836.2	1230.3	1488.9	1065.6	933.8	661.2	1080.8	1433.8	1513.4	1050.4	558.7	911.3	877.7	1237.8	1020.5	1513.4	19.7806052657311	0.00320273380456405
250096_at	309.9	361.7	623.7	534.7	342.3	325.8	249.4	239.4	447	467.3	315.8	233.4	292.7	354.8	557.7	616.9	227.6	269.6	376.094444444444	623.7	6.8613104489196	0.00425158561618602
250097_at	243.2	107.3	101.4	149.5	199.6	234.4	247	151	112.7	97.5	74.5	184.1	270.1	83.7	103	154.9	186.7	190.5	160.616666666667	270.1	22.81562972271	0.0137668517424715
250098_at	16.3	8.2	9.7	5	3.2	11.5	19.3	6.3	6.9	2.3	2.6	11.5	22.7	17.9	13.6	16.6	16.8	26.4	12.0444444444444	26.4	0.4193007264514	0.0790529994089963
250099_at	747	38.8	3.3	4.6	17.4	356.8	743.7	23.9	6	1.7	32.7	225.7	739.9	16.7	1.2	1.2	15	200.8	176.466666666667	747	23.8387112623412	7.11517177508885e-07
250100_at	24.1	29	22.3	24.9	37.1	29.5	14	27.9	14.2	19.2	25.6	30.7	18.3	41.5	25.3	29.9	45.7	24.2	26.8555555555556	45.7	16.1571167027393	0.545700244426267
250101_at	2.2	4.7	5.5	8.8	3.3	4.1	2.2	4.9	2.2	9.7	2.8	1.8	1.8	3.8	4.1	18.6	2.1	1.7	4.68333333333333	18.6	12.3134538724368	0.217998345311787
250102_at	84.5	74.6	55	43.5	51.9	62.8	85	65.4	51.2	71.7	88.7	65.8	136.6	152	124.5	109.9	119.8	105.1	86	152	7.2204352902658	0.707550104221658
250103_at	7.4	9.8	8.1	13.1	10.2	4.1	11	8.3	7.7	6.4	6.8	14.3	17.7	34.2	21.1	25.5	22	17.9	13.6444444444444	34.2	12.658752444255	0.910776850748629
250104_at	23.3	41.7	40.7	23.7	34.2	35.4	32.9	36.1	32	33.6	46.8	33.1	29.8	51.2	33.8	29.7	38.4	33.4	34.9888888888889	51.2	22.2374809299752	0.893405776848734
250105_at	48.9	53.8	45.7	36.3	53.8	52.8	42.4	58.8	35.2	43.4	44.9	36	49.5	75.4	49.7	32.5	65.7	58.6	49.0777777777778	75.4	22.8910016298686	0.427572055259906
250106_at	9.6	8.1	12.7	5.6	9.6	8	14.2	10.3	7.5	14.4	12.8	12.1	16.6	11.5	10.9	1.2	1.6	13.8	10.0277777777778	16.6	18.7962634861951	0.213952388426806
250107_at	48.9	25.6	14.5	10.6	15.7	39.1	52.6	20.5	18.2	8.8	22.9	32.2	52.8	28.2	19.4	24.1	34.2	35	27.9611111111111	52.8	0.264672192335102	0.00356728065420513
250108_at	1.1	4.4	1	0.5	1	0.3	1.8	0.7	0.8	1	1.3	1.9	1.3	1.6	1.5	1.1	4	0.4	1.42777777777778	4.4	13.100012171542	0.651069972464034
250109_at	1337.8	702.1	1378.4	1601.3	1442.4	1317.5	1231.1	1547.2	1608.6	1562.3	793.9	1647.4	1511	818.7	1921.5	1850.5	2241.5	1813.9	1462.61666666667	2241.5	23.9513761867933	0.201811801425275
250110_at	1018.1	709.2	452.5	357.8	629.5	688.9	1070.4	610.6	355.9	493.8	770.3	711.3	707.4	477.5	321.4	308	499.7	480.7	592.388888888889	1070.4	0.4650798823162	0.00464955235937376
250111_at	174.1	170.2	180	234.8	210.2	168.4	192.5	177.3	236.6	201.5	231.7	206.4	126.1	192	178.6	217.9	172.8	205.2	193.127777777778	236.6	9.2029803412781	0.0664242393374996
250112_at	65.2	76.5	65.5	59	63.1	65.5	67	97.3	99.3	86.7	97.1	85.1	73.2	104.4	94.8	94.1	92.9	81.3	81.5555555555556	104.4	1.8413396366792	0.425087851648049
250113_at	34.8	47	41.5	36.7	40.2	43.7	36.1	36	35.9	44.2	42.2	34.1	48.3	46.7	45.8	32.4	53.1	40.4	41.0611111111111	53.1	11.8508664851601	0.918237622533201
250114_s_at	118.9	56.4	63.4	67.4	68.5	80	145.3	64	60.1	53.6	59.4	53.7	99.8	53.6	48.8	46.3	48.3	61.2	69.3722222222222	145.3	23.5197164113862	0.000668874608885655
250115_at	17.8	28.3	28.9	29.4	29.5	23.5	25.5	25.9	25.9	25.2	17.8	16.7	28.9	33.8	44.8	34	35.6	40.5	28.4444444444444	44.8	16.3183062725799	0.419900840585589
250116_at	10.5	11.1	15.6	4.5	6.3	7.4	1.7	4.4	0.9	1.4	3.2	4.8	1.5	2.9	14.7	2.3	1.6	2.2	5.38888888888889	15.6	5.49973454206191e-05	0.615257225400393
250117_at	63.1	43.4	55.9	55.6	64.1	55.8	66.1	65.3	78.3	68.1	55.3	61.6	44.9	37	36.1	39.4	41.9	39.9	53.9888888888889	78.3	8.0523485598018	0.922494204810945
250118_at	0.7	1.3	0.9	3.9	1.1	1.3	1.1	0.5	1.1	0.8	0.6	2.1	1.5	2.5	1.9	1.1	2.6	5.6	1.7	5.6	17.9999460159307	0.907727371872034
250119_at	572.5	438.6	453.4	485.5	522.2	527.3	486.2	454.9	424.5	419.3	457.2	481	514.2	382.2	341.6	345	510.9	493.1	461.644444444444	572.5	5.49973454206191e-05	0.00719081310581166
250120_at	33.6	25.6	28.2	37.7	43.1	37	32.2	32	30.1	23.3	24.1	20.6	35.3	35.2	42.3	36.4	51.3	47.4	34.1888888888889	51.3	18.1416448769982	0.480240974511741
250121_at	0.3	0.6	1.4	0.9	1.5	0.7	1.6	0.8	2.2	3.1	0.7	0.5	0.6	1.6	0.6	1.2	1.8	0.8	1.16111111111111	3.1	7.9932565589864	0.164447515533339
250122_at	37.9	32.6	25.7	20.3	28.7	42	36.1	34.3	23.4	29.1	35.2	29.2	38.5	36.4	26	18.3	39.4	43.4	32.0277777777778	43.4	0.790183197572297	0.00232132887341236
250123_at	13.7	16.3	8	8.1	12	15.2	16.8	13.1	4.8	8.1	12.3	12.1	25.1	17	8.6	17.3	14.4	25	13.7722222222222	25.1	21.5815264593645	0.00956589088922681
250124_at	70.5	43.6	35.3	36.4	43.8	62.8	67.3	50.2	26.3	29.5	29.2	42.5	57.4	36.5	49.1	44.6	68.2	49	46.7888888888889	70.5	0.166981891840599	0.0424801520032337
250125_at	553.7	564.1	562.2	436.5	483.7	467.9	590.6	500.3	499.5	572.5	658.6	561.3	498.7	471.9	530.2	438.2	481.9	410.3	515.672222222222	658.6	13.5881161664402	0.787270948174567
250126_at	26.7	26.6	21.5	16.8	22.2	31.3	40	34.8	28.6	30.9	35.5	32.8	37.4	41.9	25.5	31.8	30.4	32.9	30.4222222222222	41.9	19.801173475694	0.100924883816883
250127_at	29.3	31.3	78.4	59.8	51.3	39.9	32.7	46.3	41.3	46.2	26.9	28.2	27.1	30.2	75.9	59.6	39.5	43.5	43.7444444444444	78.4	15.2972667325947	0.0163653129188072
250128_at	175.3	138.8	100	108.2	154	192.2	187.7	129	110.3	105.7	129.4	189.5	133	142.3	104.6	111	144.8	169.9	140.316666666667	192.2	23.4470677446738	8.41907660623293e-07
250129_at	137.8	116.8	157.3	126.3	135.8	121.2	96.1	102.6	97.6	103.2	95.2	93.1	95.5	84.9	80.2	101	100.3	98.6	107.972222222222	157.3	4.77964594657588e-05	0.839999135520723
250130_at	58.8	60.2	67.2	73.9	63.9	61.8	73.5	76.8	85.2	74.3	88.3	89.4	67.6	75.4	77.2	86	73.9	67.1	73.3611111111111	89.4	15.5819860922326	0.302503916241382
250131_at	152.4	172.8	220.3	162.4	167.9	169.5	134.4	160.3	137.6	159.8	135	130	150.7	185.8	166.7	155.5	130.2	136.5	157.1	220.3	7.84958086415067	0.0729885435911848
250132_at	1.4	1.7	2.4	0.6	2	1.6	1.2	1.3	0.7	1.1	1.3	1.6	1.6	1.6	2.6	2.4	2.3	1.7	1.61666666666667	2.6	11.7936616999078	0.0115107124335422
250133_at	564.5	530.9	538.2	288.6	363.1	558.8	413	320.5	312.9	558.4	599.9	438.8	279	338	212.6	156.9	204.9	274.2	386.288888888889	599.9	15.8681820205378	0.687361255855462
250134_at	108.7	81.5	69.1	89.6	86.9	107.5	109.8	111.7	82.5	77.8	85.7	130.9	72.5	73.1	67.9	87.2	91.3	114	91.5388888888889	130.9	1.1482519429849	0.0344980971158494
250135_at	19.4	20.9	14.7	15.1	20.6	19.1	12.4	21.1	11.4	9.4	11.6	17.8	25.4	32.1	17	10.4	22.3	18.3	17.7222222222222	32.1	4.8935571781596	0.0959979915351029
250136_at	18	14.5	24.3	10.6	25.4	22.9	18.2	20.9	12.2	16.1	20.8	16.6	23.8	3	10.5	28.6	36.7	13.8	18.7166666666667	36.7	17.4060449096058	0.198584592519309
250137_at	169.3	178.3	187.7	158.9	168.5	186.1	180	192.8	175.9	180.9	180.7	193	117	126.1	135.5	136.1	144.2	131.9	163.494444444444	193	8.2503481412993	0.916719312317146
250138_at	45.9	64.7	43.8	55.2	36.9	46.2	70.1	65.6	63.9	57.9	62.7	56	44.7	35.6	40.6	64.8	52	50.3	53.1611111111111	70.1	7.032275856422	0.826713499116683
250139_at	68.8	51.9	59.5	51.6	56.9	78.6	67.6	52.9	47.8	56.3	49.7	48.6	62.7	78.2	67.7	60.3	51	51.7	58.9888888888889	78.6	22.4803076700235	0.338652138721822
250140_at	33	27.2	30.4	17.8	33.5	37.8	37.4	43	22.9	19.1	36.9	29.1	62.8	29.6	23.9	28.2	53.7	45.6	33.9944444444444	62.8	21.9999460159307	0.0467837496127884
250141_at	87.2	127.1	44.7	87.1	58.3	76	95.4	64.7	102.1	65.4	119.2	99.1	117.5	147	78.9	100.6	85.3	87.2	91.2666666666667	147	23.5220429432683	0.462843296649473
250142_at	0.5	2	4.2	2.9	1	5.9	3.8	3.4	1.3	4.5	1.2	0.9	1.1	2	10.2	12.2	12.1	1.4	3.92222222222222	12.2	19.5859944687112	0.657795049517532
250143_at	15.8	26	30.8	22.2	28.8	27.5	19.4	16.9	19.1	26	14	5.9	14.8	32.7	42.9	28.3	19.9	28.6	23.3111111111111	42.9	13.6033219110906	0.150503158676805
250144_at	144.2	77.3	89	112.8	128.7	138.1	131.4	126.1	88	87.5	86.8	130.6	130.1	83.7	62.3	84.9	97.9	108.7	106.005555555556	144.2	22.9043502517713	0.0149747689639457
250145_at	17	12.7	5	13.4	12.7	24.2	21.9	19.1	3.4	2.2	7	11.9	24.3	20.4	2.8	9.1	14.3	18.7	13.3388888888889	24.3	22.6667209519118	0.0146218866673771
250146_at	212.8	321	305.3	309.6	297.2	238.3	263.1	247.6	317.5	332.6	335	297.2	183.2	282.6	247.6	269	182	217.1	269.927777777778	335	14.1279657515241	0.123601648319052
250147_at	51.1	78.3	87.2	64.3	75.2	62	63.4	69.5	74.3	79.4	86.4	60.5	78.4	112.2	87.2	108	72.4	93.6	77.9666666666667	112.2	14.4099843658203	0.319755255317341
250148_at	48.6	32.2	30.1	36	51.3	43.1	43.2	35.4	34.9	32.1	24.9	44.5	34.7	8.3	26.8	26.8	42.1	40.9	35.3277777777778	51.3	22.4220620110082	0.0813643914484475
250149_at	44.3	67.6	66.2	67.6	56.5	41.7	31.1	50.1	55.7	43.1	45.4	51.6	28.9	60	44.9	63	62.5	61.9	52.3388888888889	67.6	17.9999460159307	0.187789409043742
250150_at	94.4	76.5	83.8	79.6	104.8	86.7	83.4	84.6	79.1	72	75.1	76.6	111.6	78.4	63.2	96.2	114.7	91.1	86.2111111111111	114.7	13.8562236652273	0.270526808947712
250151_at	107.9	70.5	96.4	97.8	94.5	51.7	105.4	70.9	79.2	100.8	68.7	72.6	105.4	68.1	96.7	63.2	71.5	61.2	82.3611111111111	107.9	20.8548336392831	0.697367436923963
250152_at	34.7	22.5	29.5	22.7	33	37.9	27.8	31.7	21.2	21	26.2	24	28.2	39.9	25	26.3	44.7	41.2	29.8611111111111	44.7	15.6435592207372	0.189394414753195
250153_at	0.6	0.5	0.6	0.3	0.7	0.5	0.5	0.5	0.3	0.4	0.4	0.3	0.4	1.8	0.6	2.2	1.1	1.9	0.755555555555556	2.2	5.49973454206191e-05	0.927324123754461
250154_at	7.4	2.9	2.8	5.2	6.7	10.7	10	5.9	5.3	11.2	0.4	0.9	14.5	10.9	25.9	14.4	12.2	1.7	8.27777777777778	25.9	24.0247466176433	0.804499958050827
250155_at	27	82	67.9	51.3	29	31.4	22.7	29.4	44.9	76.1	73.8	24.8	47.3	101.4	85.9	92.3	31	37.8	53.1111111111111	101.4	3.7130228447426	0.059064045787618
250156_at	30.2	40.9	30.1	27.4	28.7	34.1	35.7	28.7	35.3	31.9	34.9	31.5	34.8	46.9	43.4	33	42.2	30.1	34.4333333333333	46.9	4.5517619023445	0.472640306966635
250157_at	7	16.2	13	14.3	13.1	11.9	13.4	8.4	12.9	13.7	14	8.8	17.1	21.2	23.8	20.7	10.1	17.1	14.2611111111111	23.8	10.3430411012108	0.364496066137367
250158_at	28.7	32.4	47.6	29.4	21.2	27.8	35.7	20.7	24.7	37.2	20.8	20.7	42.5	45.9	52.5	46	25.1	19	32.1055555555556	52.5	3.5967486815995	0.0276818282854533
250159_at	2053	2096.2	2382.2	2281.9	2132.6	1880.1	2202.4	2021.8	2423.3	2415.8	2365.5	2214.8	2938.6	3009.6	3224.4	3233.4	2950.8	2704.1	2473.91666666667	3233.4	11.9637262333143	0.579756906900526
250160_at	83.9	54.3	41.2	33.7	41.5	56.5	103.4	59.7	50	49.9	66.6	79.8	86.8	63.3	61.4	58	78.8	88.6	64.3	103.4	21.9999460159307	0.0106484835117375
250161_at	12.7	23.4	20.8	16.5	10	8.5	18.4	9.4	19.7	23.2	21.1	16.8	5.1	24.3	31.5	6.2	3.8	3	15.2444444444444	31.5	0.281111679076105	0.0795874889027244
250162_at	8.6	3.2	2.4	0.7	2.3	6.9	2.2	3.7	1.9	2	2.5	5.1	3	1.3	3.2	6	2.1	4.6	3.42777777777778	8.6	0.960901731955602	0.142605141082355
250163_at	41	29.6	23.9	36.4	39.9	42.2	38.6	52.9	45.3	49.7	43.2	49.6	32.8	17.9	46.5	21.1	43.8	32.9	38.1833333333333	52.9	9.1275055302257	0.672216312371097
250164_at	18.3	27.2	22.8	23.8	18.5	15.8	18.8	23.2	23.4	24.4	21.2	21.5	16.9	13.2	34.2	29.4	25.1	22.3	22.2222222222222	34.2	17.9999460159307	0.0585973440865327
250165_at	6.5	11.1	15.2	2.7	6.2	8.1	7.4	8.2	1.4	13.1	10	5.3	8.1	15	2.4	8	2	14.1	8.04444444444444	15.2	21.0719439723517	0.7176683986244
250166_at	2.1	0.8	2.4	7.2	9	2.6	4.9	5.6	8.2	10	4.2	5.5	2.9	14.5	9.7	1.5	8.9	1.3	5.62777777777778	14.5	4.5808285271069	0.269823030231888
250167_at	43.3	44.8	46.8	39.9	46.3	52.6	58.6	34.8	40.3	40.1	49.2	41.3	54.1	80.9	48.2	51.6	46.7	59.2	48.8166666666667	80.9	6.9340943923963	0.260706186416524
250168_at	251.1	324.3	369.3	312.4	417.3	431.6	329.6	290	255.7	348.5	381.3	191.6	389	417.9	343.3	280	416.2	438.3	343.744444444444	438.3	16.6897368858903	0.128164954826677
