ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44
AT3G57540	6.68	7.87	6.3	6.88	8.63	5.81	7.52	9.47	7.43	8.18	7.3	5.81
AT3G57790	203.09	227.14	260.33	188.85	214.37	219.37	233.86	287.08	206.81	248.4	309.7	255.85
AT3G57790	203.09	227.14	260.33	188.85	214.37	219.37	233.86	287.08	206.81	248.4	309.7	255.85
AT3G57780	49.13	24.85	51.2	41.48	34.13	56.71	37.35	40.35	65.76	52.74	32.5	84.39
AT3G57780	49.13	24.85	51.2	41.48	34.13	56.71	37.35	40.35	65.76	52.74	32.5	84.39
AT3G57780	49.13	24.85	51.2	41.48	34.13	56.71	37.35	40.35	65.76	52.74	32.5	84.39
AT3G57780	49.13	24.85	51.2	41.48	34.13	56.71	37.35	40.35	65.76	52.74	32.5	84.39
AT3G57780	49.13	24.85	51.2	41.48	34.13	56.71	37.35	40.35	65.76	52.74	32.5	84.39
AT3G57770	33.6	15.03	32.56	40.59	47.57	70.46	28.65	28.67	23.3	28.93	112.85	57.71
AT3G57720	6.21	6.12	5.08	6.95	5.94	6.2	7.25	8.02	7.14	7.53	7.34	6.92
AT3G57330	544.23	323.43	438.78	374.24	529.86	558.02	508.96	373.83	361.28	398.55	526.38	595.07
AT3G57330	544.23	323.43	438.78	374.24	529.86	558.02	508.96	373.83	361.28	398.55	526.38	595.07
AT3G57360	6.78	5.2	5.48	10.26	9.47	6.16	7.79	4.65	6.77	7.46	7.86	7.81
AT3G57370	4.52	5.38	4.67	5.14	4.78	4.37	4.07	4.96	4.65	4.43	4.73	4.75
AT3G57380	8.51	7	11.35	7.75	7.11	7.55	11.72	8.67	7.72	7	5.6	8.5
AT3G57380	8.51	7	11.35	7.75	7.11	7.55	11.72	8.67	7.72	7	5.6	8.5
AT3G57380	8.51	7	11.35	7.75	7.11	7.55	11.72	8.67	7.72	7	5.6	8.5
AT3G57130	5.6	5.41	4.92	3.83	6.7	4.82	5.86	4.36	5.53	5.3	6.2	5.11
AT3G57140	3.83	3.77	3.91	3.33	3.99	3.42	3.28	3.86	3.64	3.55	3.5	3.76
AT3G57140	3.83	3.77	3.91	3.33	3.99	3.42	3.28	3.86	3.64	3.55	3.5	3.76
AT3G57170	42.64	31.3	42.29	36.94	37.85	33.9	52.18	41.29	43.84	22.37	30.2	38.39
AT3G57170	42.64	31.3	42.29	36.94	37.85	33.9	52.18	41.29	43.84	22.37	30.2	38.39
AT3G57000	273.04	160.98	209.03	316.49	207.55	308.6	355.66	185.51	265.48	275.07	259	348.77
AT3G57020	3144.7	943.09	510.38	582.21	442.56	1485.43	2298.06	1089.38	613.17	408.35	624.95	1048.33
AT3G57020	3144.7	943.09	510.38	582.21	442.56	1485.43	2298.06	1089.38	613.17	408.35	624.95	1048.33
AT3G57090	236.32	305.73	331.4	350.78	357.59	328.36	260.64	354.34	401.33	308.08	395.72	278.02
AT3G57090	236.32	305.73	331.4	350.78	357.59	328.36	260.64	354.34	401.33	308.08	395.72	278.02
AT3G57160	7.56	10.39	8.16	11.31	16.1	9.31	8.08	7.43	10.44	10.42	8.52	10.12
AT3G57160	7.56	10.39	8.16	11.31	16.1	9.31	8.08	7.43	10.44	10.42	8.52	10.12
AT3G56950	323.72	173.39	214.41	316.23	229.57	410.85	327.49	173.48	153.68	352.46	305.85	390.79
AT3G56950	323.72	173.39	214.41	316.23	229.57	410.85	327.49	173.48	153.68	352.46	305.85	390.79
AT3G57080	55.02	54.91	67.78	86.94	101.47	56.82	51.62	67.15	87.05	92.48	72.62	71.87
AT3G57070	372.78	133.33	113.39	113.22	190.25	205.92	286.43	156.52	100.01	160.27	219.74	182.89
AT3G56940	4423.97	4910.12	4593.5	2147.63	2089.99	3301.4	4230.23	4513.38	4819.43	2284.13	1756.97	2904.07
AT3G56940	4423.97	4910.12	4593.5	2147.63	2089.99	3301.4	4230.23	4513.38	4819.43	2284.13	1756.97	2904.07
AT3G57040	808.83	319.63	140.76	109.43	154.79	396.4	697.1	421.72	151.87	136.99	144.44	453.28
AT3G57040	808.83	319.63	140.76	109.43	154.79	396.4	697.1	421.72	151.87	136.99	144.44	453.28
AT3G57050	714.82	481.51	430.22	584.85	523.12	619.13	657.6	425.83	373.72	482.77	390.09	604.79
AT3G57050	714.82	481.51	430.22	584.85	523.12	619.13	657.6	425.83	373.72	482.77	390.09	604.79
AT3G57050	714.82	481.51	430.22	584.85	523.12	619.13	657.6	425.83	373.72	482.77	390.09	604.79
AT3G57050	714.82	481.51	430.22	584.85	523.12	619.13	657.6	425.83	373.72	482.77	390.09	604.79
AT3G57050	714.82	481.51	430.22	584.85	523.12	619.13	657.6	425.83	373.72	482.77	390.09	604.79
AT3G57150	235.95	154.49	102.1	306.17	256.22	461.25	319.99	65.06	171.64	205.47	250.46	544.46
AT3G57010	65.37	46.95	16.23	25.51	43.93	53	79.12	27.71	22.48	27.72	11.57	57.09
AT3G57180	54.81	53.99	20.23	70.29	20.67	47.86	61.42	49.12	36.7	68.76	20.39	57.44
AT3G57190	58.35	55.11	46.93	83.67	22.02	44.65	52.12	44.27	39.14	94.02	49.72	56.94
AT3G57210	3.85	3.26	3.64	3.1	3.78	3.41	3.28	3.52	4.19	3.26	3.35	3.46
AT3G57230	39.57	38.65	45.17	56.55	55.78	59.58	43.65	59.13	34.2	39.38	45.46	78.18
AT3G57230	39.57	38.65	45.17	56.55	55.78	59.58	43.65	59.13	34.2	39.38	45.46	78.18
AT3G57230	39.57	38.65	45.17	56.55	55.78	59.58	43.65	59.13	34.2	39.38	45.46	78.18
AT3G57230	39.57	38.65	45.17	56.55	55.78	59.58	43.65	59.13	34.2	39.38	45.46	78.18
AT3G57230	39.57	38.65	45.17	56.55	55.78	59.58	43.65	59.13	34.2	39.38	45.46	78.18
AT3G57240	4	3.88	3.75	4.2	4.33	2.96	4.25	3.77	4.57	3.46	5.5	3.66
AT3G57250	4.48	4.61	4.51	4.69	5.11	5.43	4.04	5.06	5.09	4	5.04	3.6
AT3G57300	82.29	113.76	78.8	92.79	88.78	72.7	102.76	103.99	132.77	69.68	69.67	86.95
AT3G57300	82.29	113.76	78.8	92.79	88.78	72.7	102.76	103.99	132.77	69.68	69.67	86.95
AT3G57300	82.29	113.76	78.8	92.79	88.78	72.7	102.76	103.99	132.77	69.68	69.67	86.95
AT3G57320	161.18	119.16	130.41	117.68	110.81	136.99	117.02	110.85	112.46	168.07	145.55	132.74
AT3G57320	161.18	119.16	130.41	117.68	110.81	136.99	117.02	110.85	112.46	168.07	145.55	132.74
AT3G56980	35.56	57.75	40.94	77.46	82.94	41.74	35.3	47	32.43	31.21	6.74	164.33
AT3G56990	21.18	13.12	10.03	15.75	15.23	25.28	29.22	9.05	13.97	17.31	22.51	39.61
AT3G56990	21.18	13.12	10.03	15.75	15.23	25.28	29.22	9.05	13.97	17.31	22.51	39.61
AT3G56990	21.18	13.12	10.03	15.75	15.23	25.28	29.22	9.05	13.97	17.31	22.51	39.61
AT3G57030	410.55	302.32	194.07	77.09	143.76	223.61	363.21	223.4	182.07	107.47	118.8	180.44
AT3G57060	6.7	9.25	7.09	8.81	8.73	7.33	6.67	7.62	8.65	10.81	8.62	6.91
AT3G57060	6.7	9.25	7.09	8.81	8.73	7.33	6.67	7.62	8.65	10.81	8.62	6.91
AT3G57060	6.7	9.25	7.09	8.81	8.73	7.33	6.67	7.62	8.65	10.81	8.62	6.91
AT3G57100	3.65	3.81	3.48	3.93	3.94	3.97	4.14	4.36	3.93	4.02	3.8	3.57
AT3G57120	7.6	7.66	7.2	6.96	10.26	7.43	7.77	6.48	7.23	8.08	6.73	8.1
AT3G56410	22	28.72	46.56	44.93	36.35	47.32	21.3	40.87	46.64	36.61	77.04	50.68
AT3G56410	22	28.72	46.56	44.93	36.35	47.32	21.3	40.87	46.64	36.61	77.04	50.68
AT3G56410	22	28.72	46.56	44.93	36.35	47.32	21.3	40.87	46.64	36.61	77.04	50.68
AT3G56430	19.87	19.11	19.07	23.74	36.82	27.1	24.28	14.61	18.03	32.15	26.01	32.54
AT3G56440	10.08	14.18	9.53	11.09	5.12	9.47	11.36	13.46	12.56	10.69	9.22	10.36
AT3G56440	10.08	14.18	9.53	11.09	5.12	9.47	11.36	13.46	12.56	10.69	9.22	10.36
AT3G56440	10.08	14.18	9.53	11.09	5.12	9.47	11.36	13.46	12.56	10.69	9.22	10.36
AT3G56460	423.49	475.55	477.99	540.51	516.04	511.25	517.68	438.46	489.22	505.13	640.22	445.33
AT3G56480	186.16	99.33	80.91	171.21	125.62	126	179.23	101.33	110.89	341.18	165.34	138.46
AT3G56500	4.63	4.34	5.3	4.99	5.07	5.32	4.91	4.81	5.71	4.28	4.02	4.55
AT3G56510	31.85	29.17	24.67	30.47	29.93	43.7	30.54	31.7	27	40.25	38.81	47.13
AT3G56510	31.85	29.17	24.67	30.47	29.93	43.7	30.54	31.7	27	40.25	38.81	47.13
AT3G56510	31.85	29.17	24.67	30.47	29.93	43.7	30.54	31.7	27	40.25	38.81	47.13
AT3G56510	31.85	29.17	24.67	30.47	29.93	43.7	30.54	31.7	27	40.25	38.81	47.13
AT3G56510	31.85	29.17	24.67	30.47	29.93	43.7	30.54	31.7	27	40.25	38.81	47.13
AT3G56520	3.58	3.36	3.42	3.74	4.41	3.76	3.3	3.8	3.62	3	3.3	3.54
AT3G56550	6.53	5.5	5.21	7.11	4.88	5.43	6.03	5.93	5.47	5.05	5.53	5.87
AT3G56550	6.53	5.5	5.21	7.11	4.88	5.43	6.03	5.93	5.47	5.05	5.53	5.87
AT3G56590	48.79	50.58	30.83	45.24	34.43	53.66	48.46	36.92	35.08	55.07	31.19	42.61
AT3G56590	48.79	50.58	30.83	45.24	34.43	53.66	48.46	36.92	35.08	55.07	31.19	42.61
AT3G56600	5.39	3.91	3.97	3.88	4.64	4.19	4.37	4.25	4.45	4.17	4.6	4.41
AT3G56600	5.39	3.91	3.97	3.88	4.64	4.19	4.37	4.25	4.45	4.17	4.6	4.41
AT3G56600	5.39	3.91	3.97	3.88	4.64	4.19	4.37	4.25	4.45	4.17	4.6	4.41
AT3G56610	4.81	4.73	3.95	4.67	6.12	4.52	4.17	5.37	4.69	4.17	5.42	3.84
AT3G56630	65.13	130.1	92.62	84.96	73.34	87.27	66.66	143.77	89.12	116.19	46.61	72.4
AT3G56640	12.53	18.42	14.7	14.96	24.85	15.02	14.93	17.28	19.61	17.17	14.37	18.09
AT3G56650	328.91	350.03	378.37	320.66	334.07	302.66	291.65	404.87	427.74	380.09	304.34	341.08
AT3G56660	3.63	4.4	3.59	4.37	4.63	4.03	3.08	3.54	4.07	3.58	3.99	3.83
AT3G56670	2.5	3.01	2.85	3.41	3.08	3.06	3.24	3.19	2.95	2.92	3.07	2.83
AT3G56360	1332.53	1128.66	777.14	886.64	955.7	1310.99	1381.98	968.2	775.73	774.84	1035.69	1523.53
AT3G56400	207.42	24.85	87.01	66.13	75.73	131.75	105.26	50.66	55.39	63.53	48.21	84.14
AT3G56620	5.06	5.01	4.22	6.18	5.53	4.73	3.76	4.87	6.2	6.09	4.81	4.72
AT3G56490	308.07	383.44	275.48	284.85	321.47	290.42	323.2	286.26	303.76	250.21	264.1	294.37
AT3G56580	36.05	37.23	35.39	31.03	43.65	29.25	27.91	49.08	52.22	36.02	34.73	34.68
AT3G56580	36.05	37.23	35.39	31.03	43.65	29.25	27.91	49.08	52.22	36.02	34.73	34.68
AT3G56580	36.05	37.23	35.39	31.03	43.65	29.25	27.91	49.08	52.22	36.02	34.73	34.68
AT3G56380	5.7	5.02	6.44	6.2	5.37	5.41	4.95	6.78	5.18	5.55	6.1	4.57
AT3G56380	5.7	5.02	6.44	6.2	5.37	5.41	4.95	6.78	5.18	5.55	6.1	4.57
AT3G56930	45.39	35.8	51.3	26.29	33.05	32.07	39.65	47.62	28.69	29.75	32.86	39.97
AT3G56930	45.39	35.8	51.3	26.29	33.05	32.07	39.65	47.62	28.69	29.75	32.86	39.97
AT3G56960	3.66	3.23	2.75	3.43	3.83	3.09	3.54	2.97	2.98	3.71	3.32	3.75
AT3G56960	3.66	3.23	2.75	3.43	3.83	3.09	3.54	2.97	2.98	3.71	3.32	3.75
AT3G56120	33.82	27.39	31.96	35.83	30.04	34.41	34.6	28.17	29.66	45.74	43.46	65.41
AT3G56080	73.95	71.64	27.79	39.48	9.59	14.36	51.18	69.66	34.3	31.7	9.39	12.32
AT3G56080	73.95	71.64	27.79	39.48	9.59	14.36	51.18	69.66	34.3	31.7	9.39	12.32
AT3G56370	1116.61	806.22	469.45	965.35	802.86	794.52	874.07	571.56	453.25	1041.33	482.64	643.68
AT3G56390	4.93	3.33	3.84	3.42	4.13	3.86	3.59	3.9	4.21	3.64	4.02	3.2
AT3G55870	2.97	2.67	2.65	2.68	3.41	2.93	2.59	2.94	3.33	2.89	3.38	2.99
AT3G55870	2.97	2.67	2.65	2.68	3.41	2.93	2.59	2.94	3.33	2.89	3.38	2.99
AT3G55870	2.97	2.67	2.65	2.68	3.41	2.93	2.59	2.94	3.33	2.89	3.38	2.99
AT3G55850	19.08	16.57	14.01	16.19	15.72	19.1	22.12	14.77	16.68	16.57	13.76	27.29
AT3G55850	19.08	16.57	14.01	16.19	15.72	19.1	22.12	14.77	16.68	16.57	13.76	27.29
AT3G55850	19.08	16.57	14.01	16.19	15.72	19.1	22.12	14.77	16.68	16.57	13.76	27.29
AT3G55850	19.08	16.57	14.01	16.19	15.72	19.1	22.12	14.77	16.68	16.57	13.76	27.29
AT3G55850	19.08	16.57	14.01	16.19	15.72	19.1	22.12	14.77	16.68	16.57	13.76	27.29
AT3G55850	19.08	16.57	14.01	16.19	15.72	19.1	22.12	14.77	16.68	16.57	13.76	27.29
AT3G56100	9.92	11.34	11.2	12.9	14.61	10.91	9.61	10.83	14.41	12.15	10.07	11.25
AT3G56100	9.92	11.34	11.2	12.9	14.61	10.91	9.61	10.83	14.41	12.15	10.07	11.25
AT3G56140	360.94	370.1	340.44	316.23	331.15	279.68	347.31	634.37	306.39	270.15	223.52	292.25
AT3G56140	360.94	370.1	340.44	316.23	331.15	279.68	347.31	634.37	306.39	270.15	223.52	292.25
AT3G56140	360.94	370.1	340.44	316.23	331.15	279.68	347.31	634.37	306.39	270.15	223.52	292.25
AT3G56160	20.61	22.34	20.45	20.92	11.32	14.95	19.3	57.21	41.58	19.11	18.17	15.9
AT3G56160	20.61	22.34	20.45	20.92	11.32	14.95	19.3	57.21	41.58	19.11	18.17	15.9
AT3G56160	20.61	22.34	20.45	20.92	11.32	14.95	19.3	57.21	41.58	19.11	18.17	15.9
AT3G56160	20.61	22.34	20.45	20.92	11.32	14.95	19.3	57.21	41.58	19.11	18.17	15.9
AT3G56160	20.61	22.34	20.45	20.92	11.32	14.95	19.3	57.21	41.58	19.11	18.17	15.9
AT3G56200	381.46	169.91	96.25	200.87	142.41	416.93	336.72	248.18	113.15	159.36	233.36	231.03
AT3G56230	8.19	7.52	10.12	6.33	9.12	5.84	7.65	7.37	10.05	6.62	5.78	8.01
AT3G56250	4.37	4.01	4.62	4.27	4.44	5.22	5	4	5.01	6.29	7.26	4.58
AT3G56250	4.37	4.01	4.62	4.27	4.44	5.22	5	4	5.01	6.29	7.26	4.58
AT3G56250	4.37	4.01	4.62	4.27	4.44	5.22	5	4	5.01	6.29	7.26	4.58
AT3G56250	4.37	4.01	4.62	4.27	4.44	5.22	5	4	5.01	6.29	7.26	4.58
AT3G56260	9.26	6.59	6.28	9.76	12.14	17.1	7.24	8.24	7.36	9.01	15.23	11.09
AT3G56260	9.26	6.59	6.28	9.76	12.14	17.1	7.24	8.24	7.36	9.01	15.23	11.09
AT3G56290	1161.25	858.63	97.64	98.15	36.78	535.28	1052.75	936.9	134.02	45.11	139.66	405.42
AT3G56300	6.42	6.48	5.59	6.28	7.37	7.21	7.83	6.67	5.48	4.19	6.14	7
AT3G56300	6.42	6.48	5.59	6.28	7.37	7.21	7.83	6.67	5.48	4.19	6.14	7
AT3G56300	6.42	6.48	5.59	6.28	7.37	7.21	7.83	6.67	5.48	4.19	6.14	7
AT3G56310	806.48	763.83	836.65	699.9	556.5	699.85	858	656.73	789.13	687.1	643.27	670.19
AT3G56310	806.48	763.83	836.65	699.9	556.5	699.85	858	656.73	789.13	687.1	643.27	670.19
AT3G56330	18.82	16.19	21.79	53.1	20.56	23.23	18.49	15.19	25.1	32.65	20.6	22.82
AT3G56350	4.12	4.85	3.68	3.54	4.51	3.71	4.33	4.4	3.5	4.07	4.15	3.63
AT3G56110	141.36	191.94	207.86	200.52	208.58	200.23	210.37	157.89	188.85	203.91	298.67	219.74
AT3G56110	141.36	191.94	207.86	200.52	208.58	200.23	210.37	157.89	188.85	203.91	298.67	219.74
AT3G56110	141.36	191.94	207.86	200.52	208.58	200.23	210.37	157.89	188.85	203.91	298.67	219.74
AT3G56110	141.36	191.94	207.86	200.52	208.58	200.23	210.37	157.89	188.85	203.91	298.67	219.74
AT3G56240	2537.94	2704.59	1583.14	1817.5	2659.87	1803.31	1736.9	2386.1	2507.06	1687.5	1475.81	2260.87
AT3G56240	2537.94	2704.59	1583.14	1817.5	2659.87	1803.31	1736.9	2386.1	2507.06	1687.5	1475.81	2260.87
AT3G56240	2537.94	2704.59	1583.14	1817.5	2659.87	1803.31	1736.9	2386.1	2507.06	1687.5	1475.81	2260.87
AT3G56270	7.83	5.58	5.99	9.95	6.27	7.82	7.8	6.6	6.34	7.59	6.53	7.24
AT3G56090	549.29	280.43	367.84	1274.89	966.72	829.11	512.9	218.24	497.47	1326.99	1023.11	853.13
AT3G56130	414.02	249.62	405.73	295.34	288.83	388.92	388.35	345.88	327.68	343.05	321.82	425.36
AT3G56130	414.02	249.62	405.73	295.34	288.83	388.92	388.35	345.88	327.68	343.05	321.82	425.36
AT3G56130	414.02	249.62	405.73	295.34	288.83	388.92	388.35	345.88	327.68	343.05	321.82	425.36
AT3G56130	414.02	249.62	405.73	295.34	288.83	388.92	388.35	345.88	327.68	343.05	321.82	425.36
AT3G56130	414.02	249.62	405.73	295.34	288.83	388.92	388.35	345.88	327.68	343.05	321.82	425.36
AT3G56340	1732.68	1619.14	1156.53	1540.08	1782.54	1728.19	1989.24	1501.82	1714.62	1710.01	1316.36	1570.27
AT3G56150	628.91	715.07	629.22	762.4	831.16	943.33	788.83	621.39	661.85	777.09	725.37	915.73
AT3G56150	628.91	715.07	629.22	762.4	831.16	943.33	788.83	621.39	661.85	777.09	725.37	915.73
AT3G56170	240.55	113.03	197.37	167.62	174.63	308.4	282.97	162.19	130.52	154.18	265.68	263.33
AT3G56070	484.82	338.69	224.43	434.08	389.16	591.35	529.04	112.44	146.61	474.42	336.88	643.19
AT3G56070	484.82	338.69	224.43	434.08	389.16	591.35	529.04	112.44	146.61	474.42	336.88	643.19
AT3G56040	283.38	473.75	373.56	400.31	121.94	120.21	270.21	451	332.7	427.16	111.41	153.97
AT3G56050	815.28	876.7	1125.39	1238.62	552.57	560.9	693.4	1096.43	1189.17	1345.13	940.06	596.83
AT3G56050	815.28	876.7	1125.39	1238.62	552.57	560.9	693.4	1096.43	1189.17	1345.13	940.06	596.83
AT3G55890	11	9.02	15.69	9.67	9.24	10.32	10.93	13.23	10.87	10.17	7.09	10.04
AT3G55890	11	9.02	15.69	9.67	9.24	10.32	10.93	13.23	10.87	10.17	7.09	10.04
AT3G55890	11	9.02	15.69	9.67	9.24	10.32	10.93	13.23	10.87	10.17	7.09	10.04
AT3G55890	11	9.02	15.69	9.67	9.24	10.32	10.93	13.23	10.87	10.17	7.09	10.04
AT3G56010	978.03	611.71	636.96	564.45	562.64	796.3	710.01	610.8	444.72	659.91	611.52	832.82
AT3G55980	128.82	63.76	57.1	57.97	133.43	144.22	124.97	53.26	43.94	63.64	185.94	167.63
AT3G55980	128.82	63.76	57.1	57.97	133.43	144.22	124.97	53.26	43.94	63.64	185.94	167.63
AT3G56060	392.36	367.17	436.85	395.14	220.98	245.83	231.59	450.67	324.22	511.15	274.49	215.67
AT3G55670	4.39	3.91	4.2	4.14	5.75	4.21	4.08	4.91	4.49	3.68	3.95	4.02
AT3G55680	4.05	3.98	4.64	4.7	4.71	4.01	4.34	4.09	5.13	4.8	5.35	3.9
AT3G55690	6.39	6.52	5.43	7.61	6.44	6.83	7.41	5.67	6.31	6.18	5.9	6.38
AT3G55710	5.87	5.81	4.9	4.82	7.18	5.41	6.22	5.78	5.4	6.48	7.27	10.71
AT3G55720	3.84	3.71	3.54	3.97	4.52	4.22	3.15	3.18	4.12	3.27	3.66	3.93
AT3G55740	109.65	54.11	58.46	45.64	56.93	122.66	85.33	73.81	39.55	75.41	65.67	103.51
AT3G55740	109.65	54.11	58.46	45.64	56.93	122.66	85.33	73.81	39.55	75.41	65.67	103.51
AT3G55740	109.65	54.11	58.46	45.64	56.93	122.66	85.33	73.81	39.55	75.41	65.67	103.51
AT3G55760	7.11	16.15	31.47	39.9	12.31	8.77	7.81	14.34	43.54	50.61	14.46	8.91
AT3G55760	7.11	16.15	31.47	39.9	12.31	8.77	7.81	14.34	43.54	50.61	14.46	8.91
AT3G55760	7.11	16.15	31.47	39.9	12.31	8.77	7.81	14.34	43.54	50.61	14.46	8.91
AT3G55780	6.63	5.09	6.99	6.13	7.66	6.1	5.42	7.23	7.34	5.66	6.57	5.65
AT3G55790	26.98	8.94	9.86	4.8	4.19	5.92	11.07	6.32	5.61	3.25	4.67	4.1
AT3G55820	8.91	6.08	8.23	9.11	8.19	9.09	8.77	7.28	8.26	7.31	10.25	8.21
AT3G55640	23.59	12.76	9.54	12.07	14.96	23.95	28.18	11.34	8.59	16.91	35.2	28.31
AT3G55640	23.59	12.76	9.54	12.07	14.96	23.95	28.18	11.34	8.59	16.91	35.2	28.31
AT3G55640	23.59	12.76	9.54	12.07	14.96	23.95	28.18	11.34	8.59	16.91	35.2	28.31
AT3G55640	23.59	12.76	9.54	12.07	14.96	23.95	28.18	11.34	8.59	16.91	35.2	28.31
AT3G55770	2180.89	1767.31	2817.87	1995.82	2040.28	2202.9	2373.94	2232.68	2493.53	2597.07	2117.5	1971.14
AT3G55770	2180.89	1767.31	2817.87	1995.82	2040.28	2202.9	2373.94	2232.68	2493.53	2597.07	2117.5	1971.14
AT3G55770	2180.89	1767.31	2817.87	1995.82	2040.28	2202.9	2373.94	2232.68	2493.53	2597.07	2117.5	1971.14
AT3G55770	2180.89	1767.31	2817.87	1995.82	2040.28	2202.9	2373.94	2232.68	2493.53	2597.07	2117.5	1971.14
AT3G55770	2180.89	1767.31	2817.87	1995.82	2040.28	2202.9	2373.94	2232.68	2493.53	2597.07	2117.5	1971.14
AT3G55770	2180.89	1767.31	2817.87	1995.82	2040.28	2202.9	2373.94	2232.68	2493.53	2597.07	2117.5	1971.14
AT3G55770	2180.89	1767.31	2817.87	1995.82	2040.28	2202.9	2373.94	2232.68	2493.53	2597.07	2117.5	1971.14
AT3G55630	330.11	406.49	230.06	783.44	313.89	193.28	266.77	492.96	309.75	577.9	437.45	261.21
AT3G55630	330.11	406.49	230.06	783.44	313.89	193.28	266.77	492.96	309.75	577.9	437.45	261.21
AT3G55630	330.11	406.49	230.06	783.44	313.89	193.28	266.77	492.96	309.75	577.9	437.45	261.21
AT3G55630	330.11	406.49	230.06	783.44	313.89	193.28	266.77	492.96	309.75	577.9	437.45	261.21
AT3G55630	330.11	406.49	230.06	783.44	313.89	193.28	266.77	492.96	309.75	577.9	437.45	261.21
AT3G55630	330.11	406.49	230.06	783.44	313.89	193.28	266.77	492.96	309.75	577.9	437.45	261.21
AT3G55630	330.11	406.49	230.06	783.44	313.89	193.28	266.77	492.96	309.75	577.9	437.45	261.21
AT3G55605	42.76	15.79	25.2	37.62	21.92	79.11	45.4	12.17	27.23	41.54	17.97	71.57
AT3G55700	3.36	3.78	4.15	3.69	4.12	3.61	3.91	3.26	4.14	3.33	3.82	3.67
AT3G55800	5043.34	5171.48	3460.98	3975.87	3474.96	4284.73	4165.08	5307.34	3901.94	3448.06	3029.31	4119.12
AT3G55730	25.96	21.86	15.31	15.55	30.45	23.75	32.02	16.7	17.13	12.81	35.94	23.32
AT3G55830	392.72	324.93	410.02	308.66	459.62	452.11	371.34	355.27	326.91	328.89	480.47	426.6
AT3G55910	8.27	8.43	10.85	9.62	11.26	9.22	10.03	11.28	7.91	7.93	7.5	7.06
AT3G55930	7.02	5.69	6.64	4.85	7.76	6.92	5.67	6.54	4.84	5.32	5.51	5.74
AT3G55940	4.71	3.86	4.43	5.43	3.4	3.58	3.94	5.17	4.4	4.95	3.51	3.87
AT3G55950	16.66	27.39	16.57	9.43	11.04	16.91	20.17	22.26	14.47	16.03	21.35	21.1
AT3G55970	5.07	8.57	5.34	4.23	5.25	4.77	6.25	6.31	6.24	5.22	6.29	4.52
AT3G56000	10.22	6.91	7.34	7.58	5.31	4.61	8.03	9.08	7.13	8.83	5.11	4.83
AT3G55920	68	66.85	98.72	112.14	64.14	75.95	52.99	117.87	96.29	95.66	67.91	94.99
AT3G55960	525.29	845.51	399.74	329.55	366.56	390.11	670.68	1019.01	496.7	247.95	593.71	417.98
AT3G55840	4.81	5.01	5.83	5.18	4.46	7.8	6.15	6.13	6.43	5.45	5.68	6.48
AT3G55620	951.97	658.98	714.94	833.33	1010.11	1103.3	1148.04	609.41	784.78	798.68	876.92	1218.41
AT3G55660	7.41	11.88	9.66	8.91	10.36	8.36	7.9	9.31	11.96	11.41	7.52	8.47
AT3G55660	7.41	11.88	9.66	8.91	10.36	8.36	7.9	9.31	11.96	11.41	7.52	8.47
AT3G55320	94.54	97.66	98.1	100.03	70.25	89.99	83.6	74.69	99.18	121.93	67.28	82.41
AT3G55260	42.62	90.3	141.41	154.62	60	58.16	49.74	88.06	143.12	162.59	61.06	67.04
AT3G55280	1222.82	1103.09	876.84	1096.26	1085.99	1350.5	1174.8	938.93	978.23	1240.78	1114.62	1895.26
AT3G55280	1222.82	1103.09	876.84	1096.26	1085.99	1350.5	1174.8	938.93	978.23	1240.78	1114.62	1895.26
AT3G55280	1222.82	1103.09	876.84	1096.26	1085.99	1350.5	1174.8	938.93	978.23	1240.78	1114.62	1895.26
AT3G55330	1760.46	1846.46	1457.03	1790.66	1424.12	1715.37	1582.92	1792.35	1280.65	1699.71	1447.73	2086.95
AT3G55130	75.22	24.11	24.95	17.71	62.17	56.05	59.6	37.17	22.88	39.26	126.2	163.82
AT3G55270	62.05	63.52	67.16	34.11	55.3	52.55	43.35	49.43	41.4	57.16	67.03	57.79
AT3G55410	529.61	361.24	547.25	582.57	453.97	666.83	577.11	370.99	471.62	566.32	437.6	621.46
AT3G55410	529.61	361.24	547.25	582.57	453.97	666.83	577.11	370.99	471.62	566.32	437.6	621.46
AT3G55420	119.62	46.23	73.78	112.87	61.98	117.34	110.38	54.88	75.12	151.04	125.88	101.66
AT3G55450	66.44	42.92	209.62	292.33	236.28	142.51	111	55.5	177.53	285.38	430.69	167.03
AT3G55450	66.44	42.92	209.62	292.33	236.28	142.51	111	55.5	177.53	285.38	430.69	167.03
AT3G55470	46.43	27.39	36.94	24.04	40.71	47.98	39.38	40.95	25.36	29.18	53.37	62.31
AT3G55470	46.43	27.39	36.94	24.04	40.71	47.98	39.38	40.95	25.36	29.18	53.37	62.31
AT3G55500	55.06	6.25	8.85	8.76	176.19	215.08	66.05	6.65	6.77	21.58	116.49	251.34
AT3G55550	6.09	4.88	4.94	4.75	4.32	4.74	4.73	4.19	5.23	4.01	7.63	4.74
AT3G55580	421.94	4.34	8.26	5.48	5.7	8.19	409.66	5.26	8.8	3.97	4.27	8.09
AT3G55590	4.5	3.6	3.71	3.87	4.24	3.43	4.38	4.16	3.43	3.82	4.49	3.88
